City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
245,Kaitangata,NZ,2021-04-07 17:21:19,-46.2817,169.8464,52.0,96,38,4.0
246,Saldanha,ZA,2021-04-07 17:21:19,-33.0117,17.9442,66.2,68,46,10.36
247,Lorengau,PG,2021-04-07 17:21:19,-2.0226,147.2712,79.81,86,100,18.95
248,Chapais,CA,2021-04-07 17:21:20,49.7834,-74.8492,53.6,62,1,4.61
249,Harpalpur,IN,2021-04-07 17:21:20,25.2884,79.3347,89.6,13,25,7.96
250,Velykoploske,UA,2021-04-07 17:21:20,47.0125,29.6717,33.8,80,0,6.91
251,Dzaoudzi,YT,2021-04-07 17:21:21,-12.7887,45.2699,82.4,74,0,9.22
252,Cockburn Town,TC,2021-04-07 17:21:21,21.4612,-71.1419,77.0,53,40,10.36
253,Sayyan,YE,2021-04-07 17:21:22,15.1718,44.3244,61.99,13,4,9.6
254,Ouesso,CG,2021-04-07 17:21:22,1.6136,16.0517,86.72,48,63,5.68
255,Soc Trang,VN,2021-04-07 17:21:22,9.6033,105.98,80.6,83,20,1.14
256,Ambon,ID,2021-04-07 17:21:23,-3.6954,128.1814,73.4,94,20,9.22
257,Apricena,IT,2021-04-07 17:21:23,41.7839,15.4437,46.4,49,40,11.5
258,Ponta Do Sol,PT,2021-04-07 17:21:24,32.6667,-17.1,64.99,71,67,1.01
259,Taltal,CL,2021-04-07 17:21:24,-25.4,-70.4833,69.73,73,73,8.32
260,Nanakuli,US,2021-04-07 17:21:24,21.3906,-158.1547,69.01,77,75,5.75
261,Acapulco,MX,2021-04-07 17:21:25,16.8634,-99.8901,84.2,65,1,11.5
262,Mount Isa,AU,2021-04-07 17:21:25,-20.7333,139.5,77.0,33,91,9.22
263,La Ronge,CA,2021-04-07 17:21:25,55.1001,-105.2842,42.8,52,82,8.05
264,Narok,KE,2021-04-07 17:21:26,-1.0783,35.8601,64.58,73,63,7.23
265,Arinos,BR,2021-04-07 17:21:26,-15.9169,-46.1056,71.2,88,100,2.04
266,Ilulissat,GL,2021-04-07 17:21:26,69.2167,-51.1,21.2,58,40,4.61
267,Masyaf,SY,2021-04-07 17:21:27,35.0653,36.3406,66.2,77,86,6.91
268,Yanliang,CN,2021-04-07 17:21:27,34.6592,109.2292,55.99,100,49,2.24
269,Tiksi,RU,2021-04-07 17:21:27,71.6872,128.8694,-12.33,94,91,4.21
270,Magadan,RU,2021-04-07 17:19:34,59.5667,150.8,4.03,88,26,6.55
271,Nador,MA,2021-04-07 17:21:28,35.174,-2.9287,64.4,82,90,11.5
272,Meulaboh,ID,2021-04-07 17:21:28,4.1363,96.1285,76.98,87,100,3.51
273,Katsuura,JP,2021-04-07 17:21:29,35.1333,140.3,53.01,54,70,5.39
274,Panama City,PA,2021-04-07 17:17:33,8.9936,-79.5197,88.0,62,40,4.61
275,Tilichiki,RU,2021-04-07 17:21:29,60.4667,166.1,-7.24,98,55,6.64
276,Paracatu,BR,2021-04-07 17:21:30,-17.2222,-46.8747,74.64,78,96,4.68
277,Arlit,NE,2021-04-07 17:21:30,18.7369,7.3853,99.73,4,71,10.69
278,Petropavlovsk-Kamchatskiy,RU,2021-04-07 17:21:30,53.0452,158.6483,24.8,80,75,8.95
279,Jhang,PK,2021-04-07 17:21:31,33.6748,72.6963,64.99,57,80,1.01
280,Port Macquarie,AU,2021-04-07 17:21:31,-31.4333,152.9167,66.2,100,75,4.61
281,Tiznit,MA,2021-04-07 17:21:31,29.5833,-9.5,60.8,74,97,11.68
282,Omsukchan,RU,2021-04-07 17:21:32,62.5333,155.8,-12.66,99,56,4.52
283,Vila,PT,2021-04-07 17:21:32,42.0304,-8.1588,69.01,34,94,8.01
284,Nabire,ID,2021-04-07 17:21:33,-3.3667,135.4833,77.38,83,100,2.91
285,Prince Rupert,CA,2021-04-07 17:21:33,54.3161,-130.3201,35.6,93,90,4.61
286,Bassila,BJ,2021-04-07 17:21:33,9.0081,1.6654,102.63,15,29,6.02
287,Qiongshan,CN,2021-04-07 17:21:34,20.0058,110.3542,73.4,94,40,4.47
288,Tromso,NO,2021-04-07 17:21:34,69.6496,18.957,30.2,86,75,6.91
289,Mehamn,NO,2021-04-07 17:21:35,71.0357,27.8492,33.8,86,75,31.07
290,Anadyr,RU,2021-04-07 17:21:35,64.75,177.4833,-18.4,76,0,6.71
291,Baghdad,IQ,2021-04-07 17:20:53,33.3406,44.4009,82.4,23,95,6.91
292,Matara,LK,2021-04-07 17:21:36,5.9485,80.5353,77.7,81,100,2.28
293,Port Hardy,CA,2021-04-07 17:21:36,50.6996,-127.4199,41.0,87,75,5.75
294,Kristiinankaupunki,FI,2021-04-07 17:21:37,62.2743,21.376,34.57,71,4,4.85
